Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1%p in the following indices: []
Elapsed time: Naive: 599.616416ms, Fenwick: 397.691833ms, Python: 10.892053127s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Naive	| Fenw	| Pyth	| Diff(Max-Min)
76	| 1.44	| 1.38	| 1.40	| 0.06
77	| 1.01	| 0.97	| 1.02	| 0.04
78	| 1.40	| 1.34	| 1.33	| 0.06
79	| 0.94	| 1.01	| 0.94	| 0.07
80	| 0.22	| 0.21	| 0.21	| 0.02
81	| 0.78	| 0.73	| 0.77	| 0.05
82	| 1.81	| 1.77	| 1.83	| 0.06
83	| 1.46	| 1.41	| 1.35	| 0.11
84	| 0.39	| 0.41	| 0.42	| 0.03
85	| 0.90	| 0.90	| 0.87	| 0.03
86	| 0.10	| 0.13	| 0.13	| 0.03
87	| 0.40	| 0.38	| 0.39	| 0.02
88	| 0.49	| 0.48	| 0.49	| 0.01
89	| 0.01	| 0.01	| 0.01	| 0.00
90	| 1.86	| 1.88	| 1.79	| 0.09
91	| 1.39	| 1.31	| 1.26	| 0.13
92	| 0.64	| 0.65	| 0.65	| 0.01
93	| 1.59	| 1.62	| 1.60	| 0.02
94	| 1.70	| 1.67	| 1.75	| 0.08
95	| 0.49	| 0.47	| 0.45	| 0.04
96	| 1.18	| 1.12	| 1.19	| 0.07
97	| 1.64	| 1.70	| 1.67	| 0.06
98	| 0.71	| 0.67	| 0.66	| 0.05
99	| 1.01	| 0.99	| 1.01	| 0.02
100	| 0.10	| 0.11	| 0.10	| 0.01
101	| 1.37	| 1.28	| 1.34	| 0.09
102	| 0.16	| 0.17	| 0.15	| 0.01
103	| 0.28	| 0.31	| 0.33	| 0.05
104	| 1.53	| 1.51	| 1.55	| 0.04
105	| 0.32	| 0.28	| 0.28	| 0.04
106	| 0.74	| 0.77	| 0.71	| 0.06
107	| 0.38	| 0.40	| 0.45	| 0.07
108	| 1.62	| 1.68	| 1.69	| 0.07
109	| 1.80	| 1.74	| 1.72	| 0.08
110	| 1.09	| 1.09	| 1.16	| 0.07
111	| 1.27	| 1.29	| 1.27	| 0.02
112	| 1.31	| 1.34	| 1.27	| 0.07
113	| 1.01	| 1.08	| 1.05	| 0.06
114	| 0.90	| 0.86	| 0.87	| 0.04
115	| 0.48	| 0.51	| 0.48	| 0.03
116	| 0.72	| 0.69	| 0.68	| 0.05
117	| 1.29	| 1.25	| 1.29	| 0.04
118	| 1.41	| 1.47	| 1.46	| 0.06
119	| 1.24	| 1.15	| 1.19	| 0.09
120	| 1.43	| 1.38	| 1.46	| 0.08
121	| 1.29	| 1.34	| 1.32	| 0.04
122	| 1.29	| 1.30	| 1.28	| 0.01
123	| 2.00	| 1.98	| 1.96	| 0.04
124	| 0.08	| 0.09	| 0.07	| 0.02
125	| 0.56	| 0.55	| 0.50	| 0.06
126	| 1.56	| 1.60	| 1.54	| 0.06
127	| 1.31	| 1.27	| 1.24	| 0.07
128	| 1.33	| 1.39	| 1.43	| 0.10
129	| 1.87	| 1.94	| 1.82	| 0.12
130	| 0.07	| 0.06	| 0.07	| 0.01
131	| 0.60	| 0.66	| 0.64	| 0.05
132	| 0.68	| 0.71	| 0.62	| 0.10
133	| 0.93	| 0.93	| 0.93	| 0.00
134	| 0.68	| 0.67	| 0.70	| 0.03
135	| 0.40	| 0.37	| 0.36	| 0.04
136	| 0.82	| 0.85	| 0.85	| 0.03
137	| 0.90	| 0.93	| 0.86	| 0.07
138	| 0.16	| 0.16	| 0.16	| 0.00
139	| 1.98	| 1.94	| 1.90	| 0.09
140	| 1.34	| 1.39	| 1.40	| 0.06
141	| 1.60	| 1.66	| 1.65	| 0.06
142	| 0.73	| 0.73	| 0.76	| 0.03
143	| 0.64	| 0.65	| 0.69	| 0.05
144	| 2.08	| 2.00	| 2.06	| 0.08
145	| 0.87	| 0.87	| 0.86	| 0.01
146	| 1.03	| 1.03	| 1.05	| 0.02
147	| 0.98	| 0.97	| 0.95	| 0.03
148	| 0.81	| 0.81	| 0.85	| 0.04
149	| 1.67	| 1.59	| 1.60	| 0.08
150	| 1.00	| 0.96	| 0.94	| 0.05
151	| 0.46	| 0.46	| 0.49	| 0.03
152	| 1.27	| 1.29	| 1.25	| 0.04
153	| 0.36	| 0.37	| 0.36	| 0.01
154	| 0.33	| 0.37	| 0.37	| 0.04
155	| 0.05	| 0.05	| 0.05	| 0.00
156	| 1.05	| 1.03	| 0.97	| 0.08
157	| 1.61	| 1.62	| 1.62	| 0.01
158	| 0.23	| 0.24	| 0.26	| 0.03
159	| 0.13	| 0.13	| 0.14	| 0.00
160	| 1.04	| 1.06	| 1.01	| 0.04
161	| 0.12	| 0.13	| 0.12	| 0.01
162	| 0.61	| 0.62	| 0.61	| 0.02
163	| 0.88	| 0.85	| 0.82	| 0.06
164	| 0.11	| 0.12	| 0.10	| 0.01
165	| 1.85	| 1.85	| 1.99	| 0.14
166	| 1.64	| 1.68	| 1.73	| 0.09
167	| 1.20	| 1.22	| 1.17	| 0.04
168	| 0.76	| 0.81	| 0.81	| 0.05
169	| 0.49	| 0.54	| 0.44	| 0.10
170	| 0.52	| 0.49	| 0.47	| 0.04
171	| 0.70	| 0.67	| 0.66	| 0.04
172	| 1.19	| 1.15	| 1.08	| 0.11
173	| 0.88	| 0.86	| 0.94	| 0.08
174	| 1.96	| 2.02	| 1.95	| 0.07
175	| 0.51	| 0.46	| 0.52	| 0.06
176	| 1.23	| 1.25	| 1.23	| 0.02
177	| 1.06	| 1.05	| 1.06	| 0.02
178	| 1.49	| 1.47	| 1.52	| 0.04
179	| 0.68	| 0.71	| 0.68	| 0.03
180	| 0.69	| 0.69	| 0.69	| 0.01
181	| 1.68	| 1.75	| 1.67	| 0.08
182	| 0.20	| 0.19	| 0.20	| 0.01
183	| 0.38	| 0.37	| 0.34	| 0.04
184	| 0.05	| 0.03	| 0.04	| 0.02
185	| 1.99	| 2.02	| 1.91	| 0.11
186	| 2.05	| 2.04	| 2.02	| 0.03
187	| 0.69	| 0.70	| 0.69	| 0.02
188	| 1.24	| 1.36	| 1.31	| 0.12
189	| 0.29	| 0.30	| 0.33	| 0.03
190	| 0.36	| 0.34	| 0.34	| 0.02
191	| 0.01	| 0.01	| 0.01	| 0.00
192	| 0.05	| 0.04	| 0.06	| 0.02
193	| 1.08	| 1.13	| 1.12	| 0.04
194	| 1.36	| 1.31	| 1.30	| 0.06
195	| 0.01	| 0.01	| 0.02	| 0.01
196	| 1.36	| 1.40	| 1.46	| 0.10
197	| 1.80	| 1.80	| 1.86	| 0.05
198	| 1.06	| 1.05	| 1.09	| 0.04
199	| 0.33	| 0.30	| 0.30	| 0.03
200	| 1.69	| 1.67	| 1.67	| 0.02
201	| 0.08	| 0.06	| 0.07	| 0.02
202	| 1.33	| 1.33	| 1.30	| 0.03
203	| 0.07	| 0.05	| 0.08	| 0.03
204	| 1.56	| 1.54	| 1.52	| 0.05
205	| 1.60	| 1.55	| 1.65	| 0.10
206	| 0.61	| 0.67	| 0.65	| 0.06
207	| 0.48	| 0.52	| 0.50	| 0.03
208	| 1.56	| 1.56	| 1.56	| 0.00
209	| 1.98	| 1.97	| 2.00	| 0.03
210	| 1.62	| 1.60	| 1.64	| 0.04
211	| 1.50	| 1.53	| 1.47	| 0.06
212	| 1.59	| 1.59	| 1.62	| 0.03
213	| 1.71	| 1.77	| 1.83	| 0.12
214	| 0.63	| 0.69	| 0.70	| 0.06
215	| 1.90	| 1.85	| 1.79	| 0.11
216	| 1.24	| 1.27	| 1.29	| 0.05
217	| 1.62	| 1.64	| 1.74	| 0.12
218	| 0.53	| 0.51	| 0.55	| 0.04
219	| 0.81	| 0.78	| 0.82	| 0.04
220	| 0.68	| 0.60	| 0.71	| 0.11
221	| 0.69	| 0.68	| 0.61	| 0.08
222	| 1.09	| 1.14	| 1.06	| 0.08
223	| 0.02	| 0.02	| 0.02	| 0.01
224	| 0.62	| 0.59	| 0.63	| 0.04
225	| 1.84	| 1.90	| 1.96	| 0.12
226	| 1.31	| 1.41	| 1.36	| 0.09
227	| 1.61	| 1.66	| 1.65	| 0.05
228	| 0.85	| 0.87	| 0.85	| 0.02
229	| 0.36	| 0.39	| 0.39	| 0.04
230	| 0.32	| 0.31	| 0.31	| 0.01
231	| 1.51	| 1.48	| 1.52	| 0.04
232	| 0.76	| 0.75	| 0.70	| 0.07
233	| 0.34	| 0.36	| 0.38	| 0.04
234	| 1.54	| 1.62	| 1.58	| 0.08
235	| 1.74	| 1.66	| 1.72	| 0.08
236	| 1.95	| 1.98	| 1.89	| 0.09
237	| 2.03	| 2.04	| 2.00	| 0.04
238	| 1.17	| 1.20	| 1.20	| 0.03
239	| 0.92	| 0.94	| 0.97	| 0.05
240	| 0.74	| 0.78	| 0.71	| 0.07
241	| 1.99	| 2.00	| 1.95	| 0.05
242	| 0.58	| 0.62	| 0.61	| 0.04
243	| 0.29	| 0.25	| 0.30	| 0.05
244	| 0.17	| 0.17	| 0.16	| 0.01
245	| 0.88	| 0.89	| 0.95	| 0.07
246	| 0.97	| 0.93	| 0.90	| 0.07
247	| 0.26	| 0.30	| 0.29	| 0.03
248	| 1.97	| 1.93	| 1.93	| 0.04
249	| 2.02	| 2.04	| 2.02	| 0.03
250	| 1.12	| 1.17	| 1.11	| 0.06
251	| 1.80	| 1.85	| 1.92	| 0.12
252	| 0.95	| 0.85	| 0.93	| 0.09
253	| 0.16	| 0.16	| 0.16	| 0.01
254	| 1.24	| 1.25	| 1.31	| 0.06
255	| 0.55	| 0.54	| 0.60	| 0.06
256	| 1.71	| 1.72	| 1.76	| 0.05
257	| 0.14	| 0.14	| 0.14	| 0.00
258	| 0.72	| 0.69	| 0.68	| 0.04
259	| 0.21	| 0.22	| 0.22	| 0.01
260	| 0.70	| 0.70	| 0.72	| 0.02
261	| 0.86	| 0.81	| 0.79	| 0.07
262	| 1.40	| 1.45	| 1.39	| 0.07
263	| 1.46	| 1.50	| 1.54	| 0.08
264	| 0.96	| 0.95	| 0.95	| 0.01
265	| 1.59	| 1.55	| 1.53	| 0.07
266	| 2.01	| 1.99	| 1.93	| 0.08
267	| 1.41	| 1.37	| 1.36	| 0.05
268	| 0.31	| 0.33	| 0.31	| 0.02
269	| 1.71	| 1.70	| 1.71	| 0.01
270	| 0.60	| 0.65	| 0.61	| 0.05
271	| 1.45	| 1.44	| 1.39	| 0.06
272	| 1.19	| 1.16	| 1.20	| 0.04
273	| 1.24	| 1.20	| 1.25	| 0.05
274	| 1.89	| 1.91	| 1.91	| 0.02
275	| 2.02	| 2.02	| 1.99	| 0.04
276	| 0.03	| 0.03	| 0.02	| 0.01
277	| 1.83	| 1.83	| 1.84	| 0.01
278	| 1.73	| 1.73	| 1.64	| 0.09
279	| 0.97	| 0.97	| 1.01	| 0.04
280	| 1.35	| 1.32	| 1.35	| 0.03
281	| 1.87	| 1.83	| 1.92	| 0.08
282	| 1.14	| 1.15	| 1.12	| 0.02
283	| 1.44	| 1.40	| 1.42	| 0.04
284	| 0.04	| 0.04	| 0.04	| 0.00
285	| 1.96	| 1.99	| 1.98	| 0.02
286	| 1.06	| 1.11	| 1.09	| 0.04
287	| 0.15	| 0.14	| 0.17	| 0.04
288	| 0.72	| 0.72	| 0.76	| 0.04
289	| 0.52	| 0.52	| 0.50	| 0.02
290	| 1.31	| 1.24	| 1.30	| 0.06
291	| 1.42	| 1.44	| 1.38	| 0.05
292	| 1.81	| 1.76	| 1.85	| 0.09
293	| 0.83	| 0.78	| 0.78	| 0.06
294	| 0.58	| 0.58	| 0.52	| 0.06
295	| 0.21	| 0.20	| 0.17	| 0.04
296	| 0.60	| 0.55	| 0.64	| 0.08
297	| 0.69	| 0.69	| 0.64	| 0.05
298	| 1.64	| 1.81	| 1.80	| 0.17
299	| 0.25	| 0.28	| 0.26	| 0.03
300	| 0.30	| 0.32	| 0.33	| 0.02
301	| 1.93	| 1.96	| 1.98	| 0.06
302	| 1.92	| 1.81	| 1.90	| 0.11
303	| 1.02	| 1.03	| 1.05	| 0.03
304	| 1.92	| 1.92	| 1.87	| 0.05
305	| 0.37	| 0.36	| 0.37	| 0.01
306	| 1.62	| 1.60	| 1.60	| 0.02
307	| 0.27	| 0.25	| 0.26	| 0.02
308	| 0.39	| 0.45	| 0.42	| 0.06
309	| 1.04	| 1.03	| 1.04	| 0.01
310	| 1.03	| 1.04	| 1.05	| 0.01
311	| 1.14	| 1.08	| 1.07	| 0.07
312	| 1.43	| 1.45	| 1.41	| 0.04
313	| 1.56	| 1.48	| 1.54	| 0.08
314	| 0.58	| 0.54	| 0.57	| 0.03
315	| 0.77	| 0.80	| 0.75	| 0.05
316	| 0.22	| 0.21	| 0.21	| 0.02
317	| 1.34	| 1.38	| 1.38	| 0.04
318	| 0.87	| 0.85	| 0.90	| 0.05
319	| 0.35	| 0.35	| 0.35	| 0.00
320	| 0.72	| 0.82	| 0.73	| 0.10
321	| 0.88	| 0.90	| 0.85	| 0.05
322	| 1.63	| 1.67	| 1.66	| 0.04
323	| 1.38	| 1.35	| 1.41	| 0.06
324	| 1.98	| 1.97	| 2.02	| 0.05
325	| 0.47	| 0.49	| 0.54	| 0.07
326	| 1.48	| 1.50	| 1.52	| 0.03
327	| 0.85	| 0.84	| 0.80	| 0.05
328	| 1.25	| 1.28	| 1.29	| 0.04
329	| 1.32	| 1.42	| 1.44	| 0.12
330	| 1.94	| 1.97	| 2.01	| 0.07
331	| 1.47	| 1.49	| 1.40	| 0.09
332	| 1.59	| 1.62	| 1.61	| 0.03
333	| 0.09	| 0.09	| 0.08	| 0.01
334	| 0.43	| 0.46	| 0.48	| 0.04
335	| 0.77	| 0.83	| 0.75	| 0.08
336	| 1.45	| 1.52	| 1.50	| 0.07
337	| 0.97	| 0.98	| 0.92	| 0.05
338	| 1.42	| 1.34	| 1.27	| 0.15
339	| 1.54	| 1.57	| 1.55	| 0.02
340	| 0.40	| 0.44	| 0.47	| 0.07
341	| 0.47	| 0.43	| 0.46	| 0.04
342	| 0.16	| 0.14	| 0.12	| 0.04
343	| 2.02	| 2.11	| 1.95	| 0.15
344	| 0.42	| 0.45	| 0.49	| 0.07
345	| 1.44	| 1.40	| 1.42	| 0.04
346	| 1.36	| 1.44	| 1.38	| 0.08
347	| 1.33	| 1.33	| 1.36	| 0.03
348	| 1.32	| 1.22	| 1.31	| 0.10
349	| 0.90	| 0.94	| 0.90	| 0.04
350	| 0.71	| 0.69	| 0.70	| 0.02
351	| 1.15	| 1.12	| 1.09	| 0.05
352	| 0.52	| 0.51	| 0.47	| 0.06
353	| 0.51	| 0.46	| 0.54	| 0.08
354	| 1.28	| 1.37	| 1.34	| 0.09
355	| 1.96	| 1.98	| 1.95	| 0.03
356	| 1.15	| 1.07	| 1.00	| 0.15
357	| 1.15	| 1.19	| 1.18	| 0.04
358	| 2.03	| 2.01	| 1.99	| 0.03
359	| 1.24	| 1.31	| 1.37	| 0.13
360	| 0.72	| 0.74	| 0.78	| 0.06
361	| 2.04	| 1.96	| 2.07	| 0.10
362	| 0.92	| 0.86	| 0.95	| 0.09
363	| 1.80	| 1.76	| 1.78	| 0.03
364	| 1.21	| 1.20	| 1.17	| 0.04
365	| 1.41	| 1.43	| 1.43	| 0.03
366	| 1.40	| 1.43	| 1.40	| 0.04
367	| 1.22	| 1.19	| 1.24	| 0.05
368	| 1.08	| 1.17	| 1.16	| 0.08
369	| 1.34	| 1.35	| 1.33	| 0.02
370	| 0.31	| 0.33	| 0.29	| 0.04
371	| 0.84	| 0.92	| 0.88	| 0.07
372	| 0.51	| 0.44	| 0.46	| 0.07
373	| 0.40	| 0.41	| 0.39	| 0.02
374	| 0.07	| 0.09	| 0.06	| 0.03
375	| 0.34	| 0.36	| 0.34	| 0.02
376	| 0.20	| 0.21	| 0.18	| 0.02
377	| 0.82	| 0.76	| 0.82	| 0.07
378	| 1.30	| 1.29	| 1.32	| 0.02
379	| 0.10	| 0.10	| 0.10	| 0.01
380	| 0.51	| 0.56	| 0.53	| 0.05
381	| 0.62	| 0.59	| 0.61	| 0.03
382	| 0.24	| 0.21	| 0.26	| 0.04
383	| 1.05	| 1.06	| 1.07	| 0.01
384	| 1.80	| 1.79	| 1.80	| 0.01
385	| 0.77	| 0.69	| 0.72	| 0.08
386	| 1.16	| 1.12	| 1.09	| 0.07
387	| 0.25	| 0.28	| 0.27	| 0.03
388	| 1.71	| 1.67	| 1.67	| 0.04
389	| 0.06	| 0.06	| 0.06	| 0.01
390	| 1.18	| 1.23	| 1.21	| 0.04
391	| 1.25	| 1.26	| 1.25	| 0.01
392	| 0.07	| 0.07	| 0.07	| 0.00
393	| 1.07	| 1.11	| 1.12	| 0.05
394	| 1.63	| 1.56	| 1.57	| 0.07
395	| 1.18	| 1.20	| 1.23	| 0.05
396	| 1.43	| 1.44	| 1.47	| 0.04
397	| 0.11	| 0.12	| 0.11	| 0.01
398	| 0.16	| 0.18	| 0.18	| 0.02
399	| 2.00	| 1.88	| 1.95	| 0.12
400	| 1.90	| 1.93	| 1.90	| 0.03
401	| 0.35	| 0.36	| 0.32	| 0.03
402	| 0.67	| 0.68	| 0.65	| 0.03
403	| 1.11	| 1.12	| 1.16	| 0.05
404	| 0.33	| 0.35	| 0.35	| 0.03
405	| 1.80	| 1.87	| 1.84	| 0.07
406	| 1.84	| 1.81	| 1.85	| 0.05
407	| 0.94	| 0.99	| 0.91	| 0.08
408	| 1.85	| 1.87	| 1.94	| 0.09
409	| 1.77	| 1.74	| 1.88	| 0.13
410	| 0.66	| 0.61	| 0.61	| 0.05
411	| 0.26	| 0.28	| 0.27	| 0.02
412	| 1.85	| 1.89	| 1.75	| 0.14
413	| 1.16	| 1.12	| 1.18	| 0.06
414	| 1.61	| 1.67	| 1.65	| 0.05
415	| 0.39	| 0.39	| 0.39	| 0.01
416	| 1.13	| 1.13	| 1.12	| 0.01
417	| 1.63	| 1.60	| 1.62	| 0.03
418	| 0.78	| 0.69	| 0.73	| 0.10
419	| 1.45	| 1.54	| 1.48	| 0.09
420	| 1.06	| 1.03	| 1.03	| 0.03
421	| 0.55	| 0.52	| 0.51	| 0.04
422	| 1.44	| 1.44	| 1.50	| 0.06
423	| 1.60	| 1.67	| 1.62	| 0.07
424	| 0.29	| 0.28	| 0.29	| 0.01
425	| 1.89	| 1.79	| 1.86	| 0.11
426	| 0.82	| 0.92	| 0.86	| 0.10
427	| 1.11	| 1.06	| 1.08	| 0.06
428	| 0.55	| 0.55	| 0.47	| 0.07
429	| 1.65	| 1.62	| 1.62	| 0.03
430	| 1.44	| 1.53	| 1.53	| 0.09
431	| 0.20	| 0.23	| 0.23	| 0.03
432	| 1.86	| 1.92	| 1.93	| 0.07
433	| 1.18	| 1.24	| 1.21	| 0.05
434	| 0.39	| 0.36	| 0.39	| 0.03
435	| 0.04	| 0.03	| 0.04	| 0.01
436	| 0.13	| 0.12	| 0.13	| 0.01
437	| 0.80	| 0.79	| 0.82	| 0.04
438	| 1.70	| 1.67	| 1.76	| 0.09
439	| 0.19	| 0.16	| 0.16	| 0.03
440	| 1.18	| 1.16	| 1.25	| 0.09
441	| 1.39	| 1.36	| 1.34	| 0.05
442	| 0.44	| 0.43	| 0.45	| 0.03
443	| 1.76	| 1.68	| 1.79	| 0.11
444	| 1.65	| 1.67	| 1.79	| 0.14
445	| 1.46	| 1.56	| 1.61	| 0.15
446	| 0.17	| 0.17	| 0.20	| 0.03
447	| 0.84	| 0.89	| 0.83	| 0.06
448	| 0.13	| 0.13	| 0.13	| 0.00
449	| 0.89	| 0.85	| 0.88	| 0.04
450	| 0.65	| 0.62	| 0.68	| 0.05
451	| 0.01	| 0.01	| 0.01	| 0.00
452	| 1.63	| 1.71	| 1.64	| 0.09
453	| 1.98	| 2.03	| 1.98	| 0.05
454	| 0.22	| 0.23	| 0.24	| 0.01
455	| 1.47	| 1.44	| 1.44	| 0.03
456	| 0.72	| 0.75	| 0.77	| 0.05
457	| 0.72	| 0.72	| 0.73	| 0.02
458	| 1.73	| 1.67	| 1.71	| 0.06
459	| 1.94	| 1.97	| 1.94	| 0.04
460	| 1.40	| 1.40	| 1.40	| 0.01
461	| 0.38	| 0.37	| 0.38	| 0.01
462	| 0.09	| 0.12	| 0.12	| 0.03
463	| 0.86	| 0.83	| 0.86	| 0.03
464	| 0.57	| 0.52	| 0.59	| 0.07
465	| 1.14	| 1.14	| 1.20	| 0.06
466	| 1.61	| 1.50	| 1.51	| 0.11
467	| 0.06	| 0.06	| 0.06	| 0.00
468	| 1.35	| 1.45	| 1.39	| 0.10
469	| 0.56	| 0.60	| 0.57	| 0.04
470	| 1.44	| 1.40	| 1.37	| 0.08
471	| 1.28	| 1.31	| 1.30	| 0.03
472	| 1.78	| 1.84	| 1.80	| 0.06
473	| 1.02	| 1.04	| 1.00	| 0.04
474	| 0.98	| 1.00	| 1.08	| 0.10
475	| 0.71	| 0.72	| 0.63	| 0.09
476	| 1.47	| 1.42	| 1.43	| 0.05
477	| 1.07	| 1.14	| 1.02	| 0.12
478	| 1.62	| 1.69	| 1.68	| 0.06
479	| 1.94	| 1.77	| 1.86	| 0.17
480	| 1.43	| 1.46	| 1.50	| 0.07
481	| 0.81	| 0.85	| 0.86	| 0.05
482	| 1.73	| 1.72	| 1.76	| 0.05
483	| 0.50	| 0.48	| 0.47	| 0.03
484	| 0.03	| 0.03	| 0.01	| 0.01
485	| 0.84	| 0.76	| 0.74	| 0.09
486	| 1.29	| 1.25	| 1.30	| 0.05
487	| 0.38	| 0.35	| 0.35	| 0.03
488	| 1.29	| 1.29	| 1.24	| 0.05
489	| 1.52	| 1.53	| 1.48	| 0.05
490	| 0.84	| 0.87	| 0.89	| 0.04
491	| 2.01	| 2.07	| 2.11	| 0.10
492	| 1.54	| 1.66	| 1.63	| 0.11
493	| 0.92	| 0.90	| 0.92	| 0.02
494	| 1.05	| 1.05	| 1.00	| 0.05
495	| 1.82	| 1.90	| 1.85	| 0.08
496	| 1.56	| 1.49	| 1.52	| 0.07
497	| 0.21	| 0.20	| 0.18	| 0.03
498	| 0.02	| 0.02	| 0.02	| 0.00
499	| 1.26	| 1.32	| 1.35	| 0.09
500	| 0.20	| 0.21	| 0.21	| 0.02
501	| 0.70	| 0.77	| 0.78	| 0.07
502	| 0.97	| 0.90	| 0.96	| 0.07
503	| 0.73	| 0.65	| 0.67	| 0.08
504	| 0.36	| 0.31	| 0.28	| 0.08
505	| 0.93	| 0.91	| 0.91	| 0.02
506	| 1.64	| 1.63	| 1.61	| 0.03
507	| 1.26	| 1.24	| 1.20	| 0.06
508	| 0.50	| 0.50	| 0.48	| 0.02
509	| 1.77	| 1.79	| 1.77	| 0.02
510	| 0.12	| 0.14	| 0.15	| 0.03
511	| 0.01	| 0.01	| 0.01	| 0.01
512	| 1.91	| 1.83	| 1.78	| 0.14
513	| 1.63	| 1.68	| 1.67	| 0.05
514	| 0.18	| 0.17	| 0.17	| 0.01
515	| 2.03	| 1.95	| 2.05	| 0.10
516	| 1.11	| 1.09	| 1.04	| 0.07
517	| 0.92	| 0.81	| 0.80	| 0.11
518	| 0.81	| 0.78	| 0.77	| 0.05
519	| 1.48	| 1.53	| 1.48	| 0.05
520	| 1.01	| 0.98	| 1.06	| 0.07
521	| 0.13	| 0.14	| 0.12	| 0.02
522	| 0.16	| 0.17	| 0.14	| 0.03
523	| 0.71	| 0.65	| 0.66	| 0.06
524	| 0.08	| 0.09	| 0.10	| 0.01
525	| 0.19	| 0.20	| 0.19	| 0.01
